team1,team2,toss_winner,venue,pitch_type,weather,total_score,wickets,overs,winner
GT,SRH,SRH,Chepauk,Batting,Humid,219,5,12.1,GT
DC,RR,RR,Chinnaswamy Stadium,Batting,Cloudy,124,5,18.2,DC
DC,MI,DC,Chinnaswamy Stadium,Bowling,Humid,228,6,12.4,MI
SRH,RR,RR,Narendra Modi Stadium,Batting,Hot,145,9,19.9,SRH
KKR,GT,GT,Wankhede Stadium,Balanced,Humid,221,7,9.4,GT
RCB,RR,RR,Eden Gardens,Balanced,Cloudy,144,1,7.5,RR
PBKS,CSK,CSK,Chinnaswamy Stadium,Balanced,Hot,176,4,12.1,PBKS
DC,LSG,DC,Eden Gardens,Batting,Humid,155,2,12.5,DC
KKR,RCB,KKR,Eden Gardens,Balanced,Cloudy,204,9,16.6,KKR
PBKS,DC,DC,Wankhede Stadium,Batting,Hot,216,10,9.1,PBKS
MI,RCB,RCB,Narendra Modi Stadium,Balanced,Hot,223,2,11.3,MI
MI,LSG,MI,Wankhede Stadium,Bowling,Humid,142,2,15.7,LSG
CSK,MI,MI,Chinnaswamy Stadium,Balanced,Hot,206,9,16.4,MI
DC,RCB,DC,Chepauk,Balanced,Cloudy,228,4,5.3,RCB
LSG,RR,LSG,Narendra Modi Stadium,Batting,Hot,121,10,10.8,RR
DC,RCB,DC,Eden Gardens,Bowling,Humid,175,4,15.5,DC
DC,CSK,CSK,Chinnaswamy Stadium,Balanced,Cloudy,232,9,15.4,CSK
GT,LSG,LSG,Narendra Modi Stadium,Balanced,Humid,203,9,13.8,GT
GT,LSG,LSG,Chinnaswamy Stadium,Batting,Hot,171,10,8.0,GT
DC,CSK,DC,Narendra Modi Stadium,Balanced,Humid,128,4,8.3,CSK
DC,PBKS,PBKS,Narendra Modi Stadium,Batting,Hot,199,0,13.3,PBKS
MI,LSG,MI,Narendra Modi Stadium,Balanced,Hot,184,9,15.1,LSG
GT,RCB,GT,Eden Gardens,Bowling,Hot,168,1,19.5,RCB
RCB,SRH,SRH,Wankhede Stadium,Balanced,Cloudy,245,0,17.5,RCB
GT,CSK,GT,Narendra Modi Stadium,Batting,Cloudy,199,1,19.4,GT
SRH,LSG,LSG,Chepauk,Batting,Hot,169,1,14.0,LSG
PBKS,CSK,CSK,Chepauk,Balanced,Humid,175,3,8.4,CSK
GT,LSG,LSG,Eden Gardens,Bowling,Hot,177,9,8.4,LSG
GT,PBKS,PBKS,Wankhede Stadium,Bowling,Hot,230,4,10.5,GT
KKR,MI,KKR,Narendra Modi Stadium,Batting,Humid,188,10,11.1,MI
PBKS,MI,MI,Narendra Modi Stadium,Balanced,Hot,204,10,13.1,PBKS
GT,RR,GT,Chinnaswamy Stadium,Balanced,Cloudy,137,7,6.3,GT
SRH,RR,RR,Wankhede Stadium,Bowling,Cloudy,215,9,7.4,SRH
DC,MI,DC,Narendra Modi Stadium,Batting,Hot,159,0,10.9,MI
RCB,KKR,KKR,Narendra Modi Stadium,Balanced,Cloudy,173,10,19.9,RCB
KKR,GT,GT,Eden Gardens,Bowling,Cloudy,157,8,5.7,KKR
GT,LSG,LSG,Chepauk,Batting,Cloudy,139,3,18.8,LSG
GT,PBKS,PBKS,Chinnaswamy Stadium,Balanced,Cloudy,192,8,18.4,GT
RCB,PBKS,PBKS,Chepauk,Batting,Hot,167,2,6.9,PBKS
PBKS,KKR,PBKS,Chepauk,Balanced,Cloudy,193,0,5.5,KKR
PBKS,KKR,PBKS,Wankhede Stadium,Balanced,Humid,126,6,16.2,KKR
CSK,MI,CSK,Narendra Modi Stadium,Balanced,Humid,147,4,8.0,CSK
GT,DC,GT,Eden Gardens,Balanced,Cloudy,133,8,18.3,GT
GT,MI,MI,Chinnaswamy Stadium,Bowling,Hot,219,8,16.8,MI
MI,RR,MI,Chinnaswamy Stadium,Balanced,Humid,225,7,14.8,RR
PBKS,MI,MI,Chepauk,Batting,Hot,167,7,12.3,PBKS
RCB,CSK,RCB,Chepauk,Batting,Humid,190,5,17.0,CSK
PBKS,RR,PBKS,Eden Gardens,Batting,Humid,230,5,19.9,PBKS
RCB,KKR,RCB,Chepauk,Bowling,Cloudy,127,10,9.5,RCB
RR,DC,RR,Chepauk,Bowling,Hot,212,3,14.4,DC
MI,SRH,MI,Eden Gardens,Batting,Humid,212,9,11.9,SRH
LSG,SRH,SRH,Narendra Modi Stadium,Batting,Cloudy,241,5,10.0,LSG
RR,MI,RR,Chepauk,Bowling,Humid,138,3,8.8,RR
LSG,CSK,CSK,Wankhede Stadium,Bowling,Hot,207,3,10.9,CSK
KKR,RR,KKR,Chinnaswamy Stadium,Batting,Hot,177,5,10.2,KKR
MI,SRH,MI,Eden Gardens,Balanced,Humid,245,1,16.2,MI
DC,LSG,LSG,Narendra Modi Stadium,Bowling,Humid,166,10,12.8,DC
SRH,LSG,SRH,Narendra Modi Stadium,Balanced,Cloudy,154,1,10.7,SRH
DC,PBKS,PBKS,Narendra Modi Stadium,Bowling,Humid,208,8,5.8,DC
RR,DC,RR,Chinnaswamy Stadium,Bowling,Cloudy,220,6,6.0,RR
CSK,KKR,CSK,Chinnaswamy Stadium,Balanced,Hot,197,7,9.1,KKR
DC,RR,DC,Narendra Modi Stadium,Batting,Humid,245,10,5.8,RR
KKR,RR,KKR,Narendra Modi Stadium,Bowling,Cloudy,202,7,11.6,RR
DC,KKR,DC,Wankhede Stadium,Balanced,Cloudy,222,4,18.7,DC
KKR,DC,DC,Chinnaswamy Stadium,Batting,Cloudy,218,1,16.2,KKR
KKR,GT,KKR,Eden Gardens,Batting,Cloudy,235,3,6.0,KKR
DC,PBKS,DC,Wankhede Stadium,Balanced,Hot,178,2,12.1,PBKS
LSG,GT,LSG,Wankhede Stadium,Batting,Cloudy,216,10,8.0,LSG
SRH,RR,SRH,Chepauk,Batting,Hot,211,7,9.1,SRH
MI,GT,GT,Chinnaswamy Stadium,Batting,Hot,177,4,15.1,MI
KKR,MI,MI,Wankhede Stadium,Batting,Cloudy,243,2,11.3,KKR
RR,SRH,SRH,Chinnaswamy Stadium,Batting,Hot,129,8,8.1,SRH
RCB,PBKS,PBKS,Chinnaswamy Stadium,Bowling,Cloudy,160,10,14.8,RCB
RCB,CSK,RCB,Chinnaswamy Stadium,Batting,Cloudy,218,4,13.6,CSK
PBKS,CSK,PBKS,Wankhede Stadium,Batting,Cloudy,228,1,16.0,CSK
PBKS,LSG,PBKS,Chepauk,Batting,Cloudy,234,3,11.4,PBKS
PBKS,DC,DC,Wankhede Stadium,Bowling,Humid,135,9,12.9,PBKS
GT,KKR,GT,Chinnaswamy Stadium,Bowling,Humid,176,9,10.2,KKR
LSG,CSK,LSG,Chepauk,Batting,Cloudy,185,2,13.6,CSK
LSG,KKR,KKR,Eden Gardens,Balanced,Cloudy,229,5,19.6,LSG
RCB,SRH,RCB,Wankhede Stadium,Batting,Hot,187,2,14.6,RCB
KKR,PBKS,KKR,Chinnaswamy Stadium,Bowling,Cloudy,148,0,15.7,PBKS
RR,GT,GT,Eden Gardens,Balanced,Hot,136,0,8.2,GT
LSG,MI,MI,Chinnaswamy Stadium,Bowling,Cloudy,239,2,12.7,MI
GT,LSG,LSG,Wankhede Stadium,Balanced,Cloudy,229,6,16.6,LSG
GT,PBKS,PBKS,Wankhede Stadium,Bowling,Hot,183,1,9.3,PBKS
KKR,SRH,SRH,Narendra Modi Stadium,Balanced,Humid,186,10,10.2,SRH
SRH,KKR,SRH,Wankhede Stadium,Balanced,Cloudy,158,8,16.6,SRH
PBKS,RR,PBKS,Chinnaswamy Stadium,Balanced,Hot,242,7,14.7,PBKS
PBKS,GT,GT,Wankhede Stadium,Bowling,Humid,196,2,15.7,GT
DC,KKR,DC,Eden Gardens,Batting,Cloudy,233,0,8.8,DC
LSG,GT,LSG,Eden Gardens,Bowling,Humid,142,10,18.5,LSG
SRH,DC,DC,Chinnaswamy Stadium,Batting,Humid,137,8,5.1,DC
LSG,SRH,LSG,Wankhede Stadium,Balanced,Cloudy,161,1,12.6,SRH
LSG,RCB,RCB,Chepauk,Batting,Cloudy,124,8,11.0,RCB
SRH,RR,SRH,Chepauk,Balanced,Cloudy,242,3,12.4,RR
DC,LSG,DC,Chinnaswamy Stadium,Bowling,Cloudy,149,3,19.6,LSG
MI,PBKS,MI,Wankhede Stadium,Bowling,Cloudy,217,3,12.8,PBKS
PBKS,CSK,PBKS,Eden Gardens,Balanced,Humid,188,9,14.7,CSK
LSG,CSK,CSK,Eden Gardens,Bowling,Cloudy,209,4,9.7,LSG
KKR,DC,DC,Chinnaswamy Stadium,Bowling,Cloudy,176,6,16.3,DC
SRH,CSK,CSK,Eden Gardens,Bowling,Humid,120,1,10.7,CSK
MI,GT,GT,Chepauk,Batting,Cloudy,191,9,10.7,MI
GT,PBKS,PBKS,Chepauk,Bowling,Cloudy,145,10,6.4,GT
PBKS,GT,PBKS,Chepauk,Bowling,Cloudy,120,6,10.6,PBKS
GT,KKR,GT,Chinnaswamy Stadium,Bowling,Humid,176,8,8.0,KKR
SRH,RCB,RCB,Eden Gardens,Balanced,Cloudy,174,4,7.7,RCB
LSG,SRH,LSG,Chepauk,Batting,Hot,248,2,14.3,SRH
RR,DC,DC,Chepauk,Balanced,Cloudy,246,5,15.8,RR
GT,LSG,GT,Chinnaswamy Stadium,Bowling,Cloudy,196,1,13.1,GT
LSG,PBKS,PBKS,Chinnaswamy Stadium,Batting,Cloudy,159,3,6.3,LSG
SRH,CSK,SRH,Wankhede Stadium,Balanced,Cloudy,238,8,13.2,CSK
LSG,MI,MI,Chinnaswamy Stadium,Balanced,Humid,120,10,5.4,LSG
DC,LSG,LSG,Chinnaswamy Stadium,Balanced,Cloudy,216,5,18.0,DC
RCB,GT,RCB,Chinnaswamy Stadium,Batting,Humid,201,0,13.9,RCB
LSG,MI,MI,Wankhede Stadium,Batting,Cloudy,182,0,9.5,MI
RCB,CSK,RCB,Eden Gardens,Balanced,Humid,170,2,11.9,CSK
MI,DC,DC,Chepauk,Batting,Cloudy,153,6,14.9,DC
MI,RR,RR,Eden Gardens,Balanced,Humid,230,9,9.7,RR
CSK,RR,RR,Chinnaswamy Stadium,Balanced,Cloudy,162,1,6.0,CSK
SRH,KKR,SRH,Chepauk,Batting,Cloudy,171,10,9.5,KKR
MI,DC,DC,Narendra Modi Stadium,Batting,Hot,215,0,15.8,MI
CSK,MI,MI,Chepauk,Bowling,Cloudy,218,7,7.0,MI
KKR,PBKS,KKR,Chepauk,Bowling,Hot,209,9,8.5,KKR
GT,SRH,SRH,Chinnaswamy Stadium,Bowling,Hot,207,3,8.5,SRH
GT,RCB,RCB,Chepauk,Balanced,Cloudy,152,10,7.8,RCB
RR,PBKS,RR,Chinnaswamy Stadium,Balanced,Hot,219,4,7.6,PBKS
KKR,CSK,CSK,Narendra Modi Stadium,Batting,Cloudy,149,0,17.6,CSK
PBKS,DC,DC,Wankhede Stadium,Balanced,Humid,172,3,14.7,PBKS
SRH,KKR,KKR,Narendra Modi Stadium,Balanced,Cloudy,208,7,5.0,SRH
MI,KKR,MI,Wankhede Stadium,Bowling,Humid,206,7,11.1,MI
DC,RR,RR,Eden Gardens,Bowling,Hot,161,10,13.7,DC
RCB,MI,MI,Narendra Modi Stadium,Balanced,Hot,166,9,13.1,RCB
DC,RR,RR,Wankhede Stadium,Batting,Cloudy,239,2,10.3,DC
CSK,GT,CSK,Chinnaswamy Stadium,Balanced,Hot,126,2,5.4,CSK
SRH,RR,SRH,Chinnaswamy Stadium,Bowling,Humid,232,8,8.5,RR
RCB,SRH,SRH,Eden Gardens,Batting,Hot,239,8,10.9,SRH
CSK,PBKS,CSK,Chepauk,Bowling,Cloudy,134,8,17.9,CSK
LSG,SRH,LSG,Chinnaswamy Stadium,Bowling,Cloudy,130,5,17.1,SRH
SRH,LSG,SRH,Wankhede Stadium,Bowling,Humid,167,5,18.1,LSG
CSK,MI,CSK,Eden Gardens,Balanced,Humid,198,2,14.7,MI
PBKS,GT,GT,Chinnaswamy Stadium,Bowling,Humid,193,1,10.3,PBKS
PBKS,KKR,PBKS,Chinnaswamy Stadium,Batting,Humid,217,7,5.5,PBKS
KKR,RR,KKR,Chepauk,Bowling,Hot,189,10,17.0,KKR
RR,GT,RR,Chinnaswamy Stadium,Balanced,Hot,133,7,7.8,RR
RR,CSK,RR,Narendra Modi Stadium,Batting,Hot,242,3,11.4,RR
KKR,GT,KKR,Chinnaswamy Stadium,Balanced,Humid,208,10,14.8,GT
SRH,KKR,KKR,Chinnaswamy Stadium,Balanced,Humid,167,8,9.2,KKR
GT,CSK,CSK,Eden Gardens,Batting,Cloudy,244,5,11.6,GT
RR,DC,DC,Narendra Modi Stadium,Bowling,Humid,243,8,17.7,RR
RCB,KKR,KKR,Chepauk,Bowling,Cloudy,224,1,12.4,RCB
RCB,SRH,SRH,Chepauk,Balanced,Cloudy,137,9,18.3,RCB
RR,CSK,CSK,Chinnaswamy Stadium,Bowling,Humid,134,8,6.6,CSK
SRH,LSG,SRH,Narendra Modi Stadium,Bowling,Humid,138,5,8.5,LSG
LSG,KKR,KKR,Eden Gardens,Batting,Cloudy,156,7,8.7,LSG
GT,MI,GT,Wankhede Stadium,Bowling,Cloudy,220,2,11.8,MI
PBKS,GT,GT,Chepauk,Balanced,Humid,200,4,17.7,GT
PBKS,CSK,CSK,Wankhede Stadium,Batting,Cloudy,232,2,18.7,CSK
MI,LSG,LSG,Wankhede Stadium,Balanced,Cloudy,246,6,13.1,MI
GT,SRH,GT,Eden Gardens,Balanced,Cloudy,139,0,15.8,SRH
PBKS,DC,DC,Narendra Modi Stadium,Balanced,Humid,220,8,19.4,DC
LSG,RR,LSG,Chepauk,Balanced,Humid,182,6,13.0,LSG
CSK,RR,RR,Eden Gardens,Bowling,Cloudy,189,0,14.0,CSK
PBKS,KKR,PBKS,Wankhede Stadium,Batting,Hot,142,5,17.6,KKR
PBKS,RR,PBKS,Eden Gardens,Bowling,Hot,144,6,8.4,PBKS
MI,RCB,RCB,Chepauk,Bowling,Hot,220,0,6.8,RCB
KKR,DC,KKR,Wankhede Stadium,Batting,Hot,236,1,5.3,DC
MI,RCB,MI,Wankhede Stadium,Balanced,Hot,144,2,5.4,MI
KKR,RR,RR,Chepauk,Balanced,Hot,209,10,18.6,KKR
CSK,SRH,SRH,Wankhede Stadium,Bowling,Hot,159,3,16.1,CSK
RR,CSK,CSK,Chinnaswamy Stadium,Batting,Cloudy,190,9,9.2,CSK
CSK,KKR,KKR,Narendra Modi Stadium,Balanced,Humid,128,7,9.8,CSK
GT,RR,GT,Chepauk,Batting,Humid,243,9,7.3,RR
SRH,MI,SRH,Narendra Modi Stadium,Bowling,Cloudy,167,1,9.1,MI
RR,MI,RR,Wankhede Stadium,Balanced,Cloudy,235,10,9.6,RR
KKR,RCB,RCB,Narendra Modi Stadium,Balanced,Cloudy,207,7,18.1,RCB
RR,MI,MI,Eden Gardens,Bowling,Humid,146,6,6.0,RR
GT,CSK,CSK,Chinnaswamy Stadium,Batting,Humid,166,9,16.6,GT
PBKS,SRH,PBKS,Chinnaswamy Stadium,Batting,Cloudy,196,3,5.5,SRH
RR,RCB,RR,Narendra Modi Stadium,Bowling,Hot,219,5,17.8,RCB
CSK,RCB,RCB,Eden Gardens,Bowling,Humid,148,1,11.6,RCB
LSG,GT,GT,Chinnaswamy Stadium,Bowling,Hot,195,6,5.1,LSG
MI,LSG,MI,Chinnaswamy Stadium,Batting,Hot,245,8,17.4,LSG
GT,MI,GT,Chepauk,Balanced,Hot,198,1,12.0,MI
KKR,CSK,KKR,Chepauk,Balanced,Hot,134,1,8.7,KKR
DC,RCB,RCB,Narendra Modi Stadium,Bowling,Hot,248,4,6.9,RCB
RR,SRH,SRH,Narendra Modi Stadium,Batting,Cloudy,243,2,18.9,RR
CSK,LSG,LSG,Narendra Modi Stadium,Balanced,Hot,132,5,10.5,LSG
LSG,PBKS,LSG,Eden Gardens,Batting,Hot,232,3,19.4,LSG
GT,PBKS,PBKS,Eden Gardens,Bowling,Cloudy,224,0,19.5,PBKS
MI,CSK,CSK,Wankhede Stadium,Batting,Humid,178,1,5.7,MI
KKR,PBKS,PBKS,Chinnaswamy Stadium,Bowling,Humid,219,4,10.6,PBKS
KKR,DC,DC,Narendra Modi Stadium,Bowling,Humid,137,9,17.6,KKR
SRH,CSK,SRH,Chinnaswamy Stadium,Bowling,Humid,162,5,19.4,SRH
DC,RR,RR,Eden Gardens,Batting,Cloudy,246,1,5.5,RR
CSK,DC,CSK,Chepauk,Batting,Hot,218,7,7.7,DC
GT,LSG,LSG,Wankhede Stadium,Batting,Hot,232,5,10.1,LSG
SRH,RR,SRH,Chinnaswamy Stadium,Balanced,Cloudy,135,3,9.9,SRH
RCB,PBKS,RCB,Eden Gardens,Balanced,Hot,150,0,6.4,PBKS
SRH,RR,RR,Chepauk,Batting,Hot,195,8,6.3,SRH
KKR,MI,KKR,Wankhede Stadium,Batting,Humid,167,7,18.3,MI
RCB,LSG,RCB,Chinnaswamy Stadium,Bowling,Cloudy,148,5,15.0,LSG
KKR,MI,MI,Wankhede Stadium,Balanced,Humid,188,1,11.8,KKR
RCB,LSG,RCB,Eden Gardens,Batting,Hot,227,6,10.9,RCB
MI,DC,MI,Wankhede Stadium,Batting,Cloudy,206,9,7.7,MI
DC,CSK,DC,Wankhede Stadium,Bowling,Humid,219,9,19.6,CSK
RR,RCB,RCB,Chepauk,Bowling,Cloudy,159,8,10.0,RR
DC,SRH,SRH,Eden Gardens,Bowling,Cloudy,149,10,6.0,DC
KKR,GT,KKR,Eden Gardens,Bowling,Hot,120,3,6.2,KKR
CSK,SRH,SRH,Wankhede Stadium,Balanced,Hot,237,3,6.5,CSK
KKR,GT,KKR,Narendra Modi Stadium,Balanced,Humid,220,10,13.9,GT
LSG,RR,RR,Eden Gardens,Bowling,Cloudy,211,10,9.4,RR
MI,KKR,MI,Eden Gardens,Balanced,Humid,122,1,19.3,MI
RR,RCB,RR,Wankhede Stadium,Balanced,Hot,230,10,12.5,RR
MI,DC,MI,Chinnaswamy Stadium,Bowling,Humid,221,7,14.9,DC
SRH,MI,MI,Chinnaswamy Stadium,Batting,Humid,160,2,6.9,SRH
PBKS,RR,PBKS,Chepauk,Batting,Humid,226,9,17.6,RR
MI,KKR,MI,Narendra Modi Stadium,Bowling,Cloudy,129,7,5.9,MI
MI,RR,RR,Chepauk,Balanced,Cloudy,214,9,18.7,MI
SRH,KKR,KKR,Chinnaswamy Stadium,Batting,Hot,225,5,15.8,KKR
MI,RCB,RCB,Eden Gardens,Bowling,Humid,233,8,17.6,RCB
RCB,SRH,RCB,Chinnaswamy Stadium,Balanced,Hot,165,9,18.9,SRH
KKR,SRH,KKR,Eden Gardens,Bowling,Cloudy,205,7,10.5,KKR
PBKS,RR,PBKS,Chepauk,Bowling,Cloudy,211,4,14.1,RR
GT,PBKS,GT,Narendra Modi Stadium,Balanced,Humid,167,2,5.7,GT
MI,SRH,SRH,Eden Gardens,Balanced,Hot,211,4,12.6,MI
SRH,KKR,KKR,Eden Gardens,Batting,Humid,203,2,16.0,KKR
PBKS,CSK,CSK,Narendra Modi Stadium,Bowling,Humid,144,4,18.7,PBKS
RCB,LSG,LSG,Chepauk,Batting,Cloudy,132,0,17.3,RCB
DC,RR,DC,Eden Gardens,Bowling,Humid,211,1,12.8,RR
KKR,MI,MI,Chepauk,Batting,Cloudy,155,1,19.7,MI
RR,SRH,SRH,Chepauk,Batting,Hot,241,9,14.0,RR
LSG,CSK,CSK,Wankhede Stadium,Balanced,Humid,171,2,13.0,LSG
KKR,PBKS,PBKS,Chinnaswamy Stadium,Bowling,Humid,156,1,13.9,PBKS
CSK,LSG,CSK,Eden Gardens,Balanced,Hot,249,3,16.3,LSG
RR,DC,RR,Chinnaswamy Stadium,Bowling,Humid,159,2,10.7,RR
LSG,PBKS,PBKS,Chepauk,Balanced,Cloudy,198,9,16.6,LSG
LSG,MI,MI,Chepauk,Bowling,Hot,217,10,6.3,LSG
SRH,RR,RR,Eden Gardens,Balanced,Hot,163,4,15.4,SRH
MI,LSG,MI,Narendra Modi Stadium,Bowling,Humid,139,9,18.2,MI
KKR,PBKS,KKR,Narendra Modi Stadium,Batting,Humid,212,5,12.3,KKR
PBKS,SRH,SRH,Eden Gardens,Bowling,Hot,123,2,5.2,PBKS
LSG,SRH,SRH,Chepauk,Bowling,Cloudy,232,10,11.7,SRH
RCB,RR,RR,Chepauk,Batting,Cloudy,221,4,13.4,RCB
LSG,GT,GT,Eden Gardens,Batting,Cloudy,140,0,12.8,LSG
RCB,SRH,RCB,Wankhede Stadium,Bowling,Humid,132,2,16.6,SRH
LSG,MI,MI,Chepauk,Batting,Humid,122,8,16.1,LSG
DC,LSG,LSG,Narendra Modi Stadium,Balanced,Humid,180,0,19.6,LSG
KKR,DC,KKR,Eden Gardens,Bowling,Cloudy,199,6,13.4,DC
CSK,RR,CSK,Chinnaswamy Stadium,Bowling,Cloudy,166,0,14.3,CSK
DC,LSG,DC,Wankhede Stadium,Batting,Cloudy,155,5,8.9,DC
KKR,SRH,SRH,Wankhede Stadium,Bowling,Humid,165,5,5.1,KKR
RR,RCB,RR,Eden Gardens,Bowling,Humid,205,8,15.7,RR
DC,KKR,DC,Wankhede Stadium,Bowling,Hot,210,10,17.1,KKR
LSG,SRH,LSG,Chinnaswamy Stadium,Bowling,Hot,232,5,12.2,LSG
GT,MI,MI,Chinnaswamy Stadium,Bowling,Humid,174,9,5.2,MI
RCB,GT,GT,Eden Gardens,Balanced,Hot,127,0,15.2,RCB
LSG,RR,LSG,Eden Gardens,Batting,Hot,234,3,10.6,RR
CSK,LSG,CSK,Wankhede Stadium,Batting,Cloudy,126,3,6.8,LSG
MI,CSK,CSK,Chepauk,Bowling,Humid,146,0,12.9,CSK
LSG,SRH,SRH,Chepauk,Balanced,Hot,162,9,16.9,LSG
RR,DC,RR,Narendra Modi Stadium,Batting,Humid,146,4,12.4,DC
RR,SRH,SRH,Wankhede Stadium,Batting,Cloudy,221,10,16.7,SRH
CSK,RCB,RCB,Eden Gardens,Balanced,Humid,245,7,14.7,CSK
PBKS,RR,PBKS,Eden Gardens,Balanced,Humid,188,2,5.8,PBKS
CSK,LSG,LSG,Narendra Modi Stadium,Batting,Hot,240,3,17.3,CSK
DC,SRH,SRH,Eden Gardens,Batting,Humid,176,10,6.4,DC
MI,GT,GT,Eden Gardens,Bowling,Humid,191,9,12.5,GT
LSG,RCB,RCB,Eden Gardens,Balanced,Humid,212,6,9.0,RCB
RCB,DC,RCB,Chinnaswamy Stadium,Batting,Humid,204,0,19.7,DC
RR,LSG,LSG,Eden Gardens,Batting,Hot,243,5,18.0,RR
RCB,PBKS,RCB,Chepauk,Batting,Humid,238,2,17.6,RCB
GT,KKR,GT,Eden Gardens,Balanced,Hot,158,2,19.6,KKR
KKR,DC,KKR,Wankhede Stadium,Bowling,Hot,222,9,12.4,KKR
RR,MI,RR,Narendra Modi Stadium,Bowling,Hot,209,3,19.4,MI
CSK,KKR,KKR,Wankhede Stadium,Bowling,Humid,178,10,10.9,CSK
RR,KKR,RR,Narendra Modi Stadium,Batting,Humid,143,2,13.5,RR
CSK,MI,CSK,Eden Gardens,Balanced,Hot,136,2,14.3,CSK
RR,MI,MI,Narendra Modi Stadium,Batting,Cloudy,230,3,7.5,RR
RCB,GT,RCB,Eden Gardens,Bowling,Humid,195,4,15.7,GT
GT,LSG,LSG,Eden Gardens,Balanced,Humid,157,7,6.2,GT
PBKS,SRH,PBKS,Chinnaswamy Stadium,Balanced,Humid,147,2,15.8,SRH
MI,RCB,MI,Wankhede Stadium,Balanced,Cloudy,240,7,18.9,MI
RR,RCB,RR,Eden Gardens,Batting,Hot,139,9,6.3,RCB
DC,MI,MI,Eden Gardens,Batting,Cloudy,236,10,17.3,DC
RR,KKR,RR,Chepauk,Batting,Humid,152,5,10.9,KKR
SRH,MI,SRH,Chinnaswamy Stadium,Bowling,Humid,158,1,6.6,SRH
RR,DC,RR,Wankhede Stadium,Batting,Cloudy,175,0,6.1,RR
MI,RR,RR,Chinnaswamy Stadium,Bowling,Humid,125,0,14.3,RR
CSK,GT,GT,Chinnaswamy Stadium,Balanced,Hot,204,10,13.8,GT
GT,MI,MI,Wankhede Stadium,Bowling,Humid,151,9,14.2,MI
PBKS,DC,DC,Narendra Modi Stadium,Balanced,Humid,160,5,8.1,DC
PBKS,SRH,SRH,Chinnaswamy Stadium,Bowling,Humid,194,9,18.5,PBKS
MI,LSG,LSG,Wankhede Stadium,Bowling,Cloudy,140,10,14.2,MI
KKR,SRH,KKR,Narendra Modi Stadium,Balanced,Hot,238,9,15.1,SRH
RR,CSK,RR,Eden Gardens,Balanced,Cloudy,225,4,17.2,CSK
CSK,GT,CSK,Eden Gardens,Batting,Humid,125,8,9.6,CSK
DC,LSG,LSG,Chepauk,Batting,Humid,225,2,18.9,LSG
KKR,RCB,KKR,Wankhede Stadium,Balanced,Humid,162,4,7.7,RCB
MI,RR,RR,Chepauk,Bowling,Humid,132,9,14.5,RR
RCB,GT,GT,Wankhede Stadium,Bowling,Cloudy,223,2,11.7,RCB
CSK,GT,GT,Narendra Modi Stadium,Balanced,Humid,169,4,17.0,CSK
RCB,MI,MI,Chepauk,Bowling,Hot,220,10,7.2,RCB
PBKS,MI,MI,Chinnaswamy Stadium,Balanced,Cloudy,232,8,15.3,PBKS
SRH,PBKS,PBKS,Chepauk,Batting,Hot,198,6,17.8,SRH
PBKS,KKR,KKR,Chepauk,Balanced,Hot,219,3,17.3,KKR
SRH,MI,SRH,Narendra Modi Stadium,Bowling,Hot,133,1,9.9,MI
LSG,DC,LSG,Narendra Modi Stadium,Batting,Humid,183,0,8.5,DC
RCB,MI,MI,Wankhede Stadium,Balanced,Cloudy,217,6,14.8,MI
LSG,GT,LSG,Narendra Modi Stadium,Bowling,Hot,151,4,19.9,LSG
KKR,MI,MI,Narendra Modi Stadium,Balanced,Hot,169,6,14.5,KKR
RR,CSK,RR,Chinnaswamy Stadium,Balanced,Cloudy,207,8,6.2,CSK
PBKS,CSK,PBKS,Chepauk,Bowling,Hot,211,0,8.0,CSK
RR,PBKS,RR,Narendra Modi Stadium,Balanced,Hot,196,10,8.9,RR
KKR,DC,DC,Chepauk,Bowling,Hot,188,4,9.2,DC
CSK,PBKS,CSK,Chinnaswamy Stadium,Bowling,Cloudy,139,0,13.5,CSK
LSG,PBKS,PBKS,Narendra Modi Stadium,Batting,Hot,157,3,18.3,PBKS
MI,CSK,CSK,Eden Gardens,Balanced,Humid,181,2,11.2,CSK
LSG,GT,LSG,Wankhede Stadium,Bowling,Humid,147,6,11.2,GT
DC,LSG,DC,Eden Gardens,Balanced,Humid,157,2,18.0,LSG
SRH,GT,SRH,Chepauk,Balanced,Hot,184,0,7.6,SRH
SRH,CSK,SRH,Chepauk,Bowling,Cloudy,211,7,12.3,CSK
DC,RR,RR,Eden Gardens,Bowling,Hot,157,3,8.3,RR
KKR,GT,GT,Narendra Modi Stadium,Batting,Cloudy,250,7,18.2,KKR
KKR,SRH,SRH,Eden Gardens,Balanced,Humid,179,1,10.9,KKR
PBKS,KKR,KKR,Wankhede Stadium,Bowling,Cloudy,215,7,10.8,PBKS
KKR,LSG,LSG,Chepauk,Batting,Cloudy,244,9,18.0,KKR
SRH,LSG,LSG,Eden Gardens,Bowling,Hot,246,2,9.9,LSG
DC,SRH,SRH,Narendra Modi Stadium,Bowling,Cloudy,139,2,17.5,SRH
DC,PBKS,DC,Chinnaswamy Stadium,Balanced,Humid,200,6,17.7,PBKS
DC,PBKS,DC,Narendra Modi Stadium,Batting,Humid,206,0,6.5,PBKS
PBKS,RCB,PBKS,Chinnaswamy Stadium,Bowling,Humid,203,1,9.5,RCB
